,User,Search Term,Tweet Text,Compound Score,Positive,Neutral,Negative,Timestamp
249,InacioTdS,@cnn,"CNN FAKE NEWS @CNN reporting on President Bolsonaro’s government meeting ignores that the Brazilian President is upset with misuse of federal money received by governors. Those governors are NOT using the money for the people. Yes, Bolsonaro swears - wouldn’t you? https://t.co/N5n16rxOwY",-0.6841,0.079,0.173,0.748,1590293289.0
250,DJHammersmith,@cnn,"@pragmatometer @CNN This is cognitive dissonance at its peak.

Downplayed the virus but focused on the fact that it was Chinese. Thus irrational and disproportionate impact on Chinese businesses.

Eat at a Chinese business cuz its just like any other business in the US to quell the irrational part.",0.1154,0.115,0.107,0.778,1590293289.0
251,NedaEmrani,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293287.0
252,HonestAbe4you,@cnn,"“I’m teaching my grandson Russian, I’m a patriot” #michaelflynn #crooks @TheRickWilson @CNN https://t.co/mdZAUvWrSj https://t.co/SYSrPGSbRj",0.0,0.0,0.0,1.0,1590293287.0
253,JustBel55581393,@cnn,"RT @BrunusCutis: Hey you guys, I don't think Joe Biden said what you think he said because @CNN isn't covering it at all. 

#YouAintBlack #…",0.0,0.0,0.0,1.0,1590293286.0
254,dlrcarolyn,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293286.0
255,idannyb,@cnn,"RT @smalltownandrew: Amy Klobuchar Confession : Hydroxychloroquine Saved her Husband's Life

Wow do you think @CNN or @MSNBC will talk abou…",0.765,0.258,0.0,0.742,1590293285.0
256,zalexandriaaaa,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293285.0
257,MrKjon,@cnn,@cnn Fake news Cnn sugested the VA experimented on VA patient with hydroxychloroquine.,-0.4767,0.0,0.205,0.795,1590293285.0
258,Blackdog8881,@cnn,@CNN Than I should be dead. The media kills more than Covid. #COVIDIOT,-0.8316,0.0,0.415,0.585,1590293283.0
259,goldmann_oscar,@cnn,"@InspiredAction4 @CNN jan 14 2020, whats todays date? do we have new information? see how that works? we find out new information and we change our stance , not rely on old tweets that say ""oh we found no transmission so through the lifespan of this virus theres NO WAY people can be infected from1/2",-0.8348,0.0,0.146,0.854,1590293282.0
260,IowaWizards,@cnn,"RT @smalltownandrew: Amy Klobuchar Confession : Hydroxychloroquine Saved her Husband's Life

Wow do you think @CNN or @MSNBC will talk abou…",0.765,0.258,0.0,0.742,1590293281.0
261,Stephenhasideas,@cnn,@filsdelucie1 @ninaturner @briebriejoy @ABC @CNN @cnnbrk @ChrisCuomo @donlemon @MSNBC @maddow My amazement at their depravity never ends.,0.5423,0.179,0.0,0.821,1590293280.0
262,TLSoundwave,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293280.0
263,Cummings17Troy,@cnn,@beggemoot77 @CNN OMG you are really not that funny. Church fires are usually set by someone outside the church. If this was a house or business then yes I would agree but not a church. I am a career firefighter,0.1938,0.085,0.043,0.872,1590293280.0
264,BBJRanter,@cnn,"RT @SureReality: Dear @cnn and @msnbc - Get off the Joe-bashing. You reported the gaffe, you reported it again, then you reported his apolo…",0.3818,0.102,0.0,0.898,1590293279.0
265,thepoppinator,@cnn,@CNN Send in the Murder Hornets!,-0.7177,0.0,0.5,0.5,1590293279.0
266,Justloo73923556,@cnn,@Adwh08Leblanc @Greg28577996 @CNN I agree there no patience. Though economic ruin is just as harmful. I having been on that end as well. There needs to be a balance and neither side wanted to compromise.,-0.34,0.111,0.144,0.745,1590293279.0
267,manuel_alarcon,@cnn,@CNNInternatDesk @BBCWorld @nytimes @TIME @CNNChile @CNN @washingtonpost @nbc @Reuters @AP @TelegraphNews @ONUChile @TelemundoNews @bbcmundo @dw_espanol @nytvideo @inddhh @tvn @DeutscheWelle @24horas @chvnoticias @meganoticias @tele13alahora @ApoderadosOrg https://t.co/vvW3KvDSzn,0.0,0.0,0.0,1.0,1590293275.0
268,danu728,@cnn,@jak55555 @CNN My son has played 3x already. Carrying his bag &amp; social distancing. Good exercise after sitting in front of two computer screens all day for weeks in his apt. Now they are allowing carts. Good.,0.802,0.194,0.0,0.806,1590293275.0
269,MLluthfi,@cnn,RT @CNN: Johnson &amp; Johnson is abandoning a product that it may be most identified with and has been selling for more than 100 years -- talc…,-0.3818,0.0,0.091,0.909,1590293273.0
270,DeronJackson12,@cnn,@kelly_march79 @mlqdinh @CNN Who do you trust?,0.5106,0.355,0.0,0.645,1590293272.0
271,JoanieRVluv,@cnn,"@NuterDonald @DavidWohl @realDonaldTrump @FoxNews @CNN @seanhannity @TuckerCarlson @JudgeJeanine @marklevinshow You may want to think about &amp; talk about death., the rest of us Americans who are living want to think about &amp; talk about life. Maybe you should go virtue signal those who share your depressing outlook on life",-0.2263,0.133,0.114,0.753,1590293271.0
272,JKeeganParis,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293271.0
273,GentlemanJonD,@cnn,@mattgaetz @pitdogman @GeorgePapa19 Not on @CNN.,0.0,0.0,0.0,1.0,1590293271.0
274,pegahoot,@cnn,RT @CNN: A school surprised a little girl by including a photo of her service dog in the yearbook https://t.co/QUjNjAgEwH,0.2263,0.091,0.0,0.909,1590293269.0
275,RITAMACEDO011,@cnn,"@CNN ESTA JOHNSON &amp; JONHSON, SEMPRE CUIDANDO DA MINHA FAMÍLIA...🥰😍",0.7184,0.261,0.0,0.739,1590293268.0
276,rosychevalier,@cnn,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293267.0
277,jcannillo,@cnn,@CNN Oh ok.,0.0,0.0,0.0,1.0,1590293267.0
278,anzac_j,@cnn,@rwdadchat @ChrisCuomo @CNN Prop comedy is a more legitimate form of news than normal CNN news broadcasts. I trust Carrot Top more than Don Lemon.,0.765,0.257,0.0,0.743,1590293264.0
279,turn_itt_up,@cnn,RT @CNN: There may be hope yet for NBA fans. The NBA and the National Basketball Players Association are in talks with The Walt Disney Comp…,0.4404,0.104,0.0,0.896,1590293264.0
280,MezzettiMaya,@cnn,"RT @ananavarro: For months, @CNN has carried almost 24/7 sobering Covid-news. A few minutes of friendly bantering b/w 2 brothers w/high-pro…",0.3976,0.135,0.064,0.801,1590293264.0
281,PatDeplorable,@cnn,@Justin1210O @h8terb8terlynn @J_MAGA @LionsDen45 @JudyHopkins @skb_sara @johnpecco1 @morethanmySLE @ChrisCuomo @WHO @realDonaldTrump @POTUS @CNN And you’re voting for this. Smart feller https://t.co/V65CZ4YXpF,0.481,0.135,0.0,0.865,1590293263.0
282,ZappitelliLucia,@cnn,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293263.0
283,BusyBes,@cnn,@Tyler_Jordan84 @dgrahamm22 @CNN Me too as a nurse,0.0,0.0,0.0,1.0,1590293262.0
284,anyThought01,@cnn,"@KB37884925 @CNN Given, the US population is 380,000,000 x .001 =380,000 deaths. You are okay with this??",0.3094,0.124,0.0,0.876,1590293261.0
285,MagaRosco,@cnn,"@AubreyEl1 @cspanSnark @iunderstoodu @muddavugger1 @chartreuxcat @sandcrapper @ShawnGrams @Richard16211139 @EnragedApostate @JerseyGirl2inPA @fedmech @MarthaW19860146 @Write_call @10903 @Cigarvolante @dirkduck @ricklundl @RockDots @parkstorm @la_gata_negra17 @CPMF10 @mao2u2 @Kybelle195739 @evil_bastard @LuckyCharms1961 @Richardwaldo1 @CarterRussell @cspanwj @realDonaldTrump @JoeBiden @OANN @BreitbartNews @FoxNews @CNN @MSNBC @SenateGOP @LamarAlexander @AOC @GenFlynn @TheJusticeDept No, the case is not in the Court of Appeals.",0.0,0.0,0.0,1.0,1590293260.0
286,DonChambers16,@cnn,@CNN https://t.co/ZQh0jbL1UH,0.0,0.0,0.0,1.0,1590293259.0
287,PMIPL_media,@cnn,RT @PMIPL_media: @CNN But why this asbestos powder by #johnson &amp; Johnson allowed to be sold in india #bharat which is clinically proven2 be…,0.0,0.0,0.0,1.0,1590293259.0
288,LG1215,@cnn,@CNN doesn't look anything like that in my community,-0.2755,0.0,0.209,0.791,1590293259.0
289,Just_Whitey,@cnn,RT @realDonaldTrump: Why doesn’t @FoxNews put up the CNBC POLL or the (believe it or not!) @CNN Poll? Hope Roger A is looking down and watc…,-0.4015,0.0,0.097,0.903,1590293259.0
290,Coloradogal14,@cnn,RT @GordyDoesNotLie: @CNN Reeee....... https://t.co/oP7GPAUiUj,0.0,0.0,0.0,1.0,1590293258.0
291,mejay227,@cnn,@JoeNBC @AriMelber @CNN @MSNBC https://t.co/YIR9mz2iqO,0.0,0.0,0.0,1.0,1590293257.0
292,T2015Cubs,@cnn,"@Chris986547 @mileslaw2 @CNN Tell me, what WILL happen if we reopen before there is a cure?  You said ""people will die.""  Ok - can you quantify that?  Because people will die just the same if we don't reopen.  Are they not dying right now?",-0.7987,0.043,0.162,0.795,1590293257.0
293,EdwardTorresELE,@cnn,RT @sfbasketballac: @CNN This still isn’t organized yet? It’s really that hard? I could see if this was in a time before electricity. But t…,-0.1777,0.0,0.066,0.934,1590293256.0
294,OldWestOutlaw,@cnn,"@SamHast01707450 @keatonc33 @hmc_mrs @CNN Did anyone ever state superiority? When reading, please continue to the end, and demonstrate some follow-through for once for heaven’s sake.",0.5719,0.17,0.0,0.83,1590293256.0
295,AwareMap,@cnn,RT @CNN: Johnson &amp; Johnson is abandoning a product that it may be most identified with and has been selling for more than 100 years -- talc…,-0.3818,0.0,0.091,0.909,1590293254.0
296,Ratha08908161,@cnn,@CNN CNN. Racist Joe,-0.6124,0.0,0.571,0.429,1590293252.0
297,indiajannah,@cnn,RT @CNN: Miami-Dade authorities have arrested and charged a woman in the death of her 9-year-old son with autism after they say she falsely…,-0.8316,0.0,0.295,0.705,1590293252.0
298,eswizardry,@cnn,RT @CNN: Johnson &amp; Johnson is abandoning a product that it may be most identified with and has been selling for more than 100 years -- talc…,-0.3818,0.0,0.091,0.909,1590293251.0
299,abaye_UG,@cnn,"RT @jbarchuk: @BubbyBelle @CNN True, but this is The Big One.  https://t.co/o5bi7KLz5j",0.2263,0.147,0.0,0.853,1590293248.0
300,theghettojoker,@foxnews,Joe biden mind is so gone he thought he was black when @breakfastclubam @ZoomTV called him...(tgj) @CNN @FoxNews @MSNBC @WSJ @CNBC @politico @newsmax @WSHH @thehill @CNBC @theblaze,0.0,0.0,0.0,1.0,1590293336.0
301,herbertsfavori1,@foxnews,"RT @jrheisler: @realDonaldTrump @FoxNews @CNN Roger, if anything has to look up.",0.0,0.0,0.0,1.0,1590293336.0
302,LisaMcIntyre66,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293332.0
303,bitcoinjuggalo7,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293330.0
304,TravelingUS,@foxnews,"RT @frannie1225: @nytimes https://t.co/1KSgdp4aQC
@MarALago @FoxNews MEANWHILE TRUMP IS GOLFING TO HIS HEARTS CONTENT &amp; HE DOESN'T GIVE A D…",0.0,0.0,0.0,1.0,1590293323.0
305,sandcrapper,@foxnews,"@muddavugger1 @chartreuxcat @ShawnGrams @MagaRosco @AubreyEl1 @iunderstoodu @Richard16211139 @EnragedApostate @JerseyGirl2inPA @fedmech @MarthaW19860146 @Write_call @10903 @Cigarvolante @dirkduck @ricklundl @RockDots @parkstorm @la_gata_negra17 @CPMF10 @mao2u2 @Kybelle195739 @evil_bastard @LuckyCharms1961 @Richardwaldo1 @CarterRussell @cspanwj @realDonaldTrump @JoeBiden @OANN @BreitbartNews @FoxNews @CNN @MSNBC @SenateGOP @LamarAlexander @AOC @GenFlynn @TheJusticeDept @BarackObama @irs @FBI He dicked around and cost thousands of lives. 
We stayed inside and saved millions.

Donny is a lying crook.
We remove the turd
On November third....

@cspanwj
 @realDonaldTrump 
#MemorialDay2020
#Congress
#VoteBlue",-0.1531,0.036,0.044,0.92,1590293323.0
306,kinguty7789,@foxnews,"RT @realDonaldTrump: Many will disagree, but @FoxNews is doing nothing to help Republicans, and me, get re-elected on November 3rd. Sure, t…",-0.1869,0.111,0.176,0.713,1590293323.0
307,wAHwAHwEEHwAH,@foxnews,@FoxNews https://t.co/Hdv9vWjyiR,0.0,0.0,0.0,1.0,1590293321.0
308,Liberalsou,@foxnews,RT @irishson1916: @realDonaldTrump @FoxNews @CNN https://t.co/kzzJFcwKqJ,0.0,0.0,0.0,1.0,1590293321.0
309,AshleyGoynes,@foxnews,"@dahone1 @DavidWohl @realDonaldTrump @FoxNews @CNN @seanhannity @TuckerCarlson @JudgeJeanine @marklevinshow You’re kidding, right?",0.1027,0.113,0.0,0.887,1590293312.0
310,MikeHat51160395,@foxnews,@PastorCBates @CJBach1 @HerschelWalker @DonaldJTrumpJr @JoeBiden @FoxNews @espn @CNN @POTUS @realDonaldTrump I think you are missing the point. Biden insulted a race of people for thinking one way. Yet you bring up something that has nothing to do with what Biden stated,-0.6705,0.0,0.124,0.876,1590293307.0
311,papamikefox2,@foxnews,RT @FoxNews: https://t.co/mm7Gicv67z,0.0,0.0,0.0,1.0,1590293306.0
312,Naluk16,@foxnews,RT @FoxNews: https://t.co/tdxiIcn9ZN,0.0,0.0,0.0,1.0,1590293306.0
313,RWRDad,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293306.0
314,jsgourevitch,@foxnews,"RT @AnandWrites: And before @FoxNews and its junkies come after me, let me preempt the response I know you're preparing.

No, your ancestor…",0.0,0.0,0.0,1.0,1590293305.0
315,Lid79908481,@foxnews,@AuslandBorgar @realDonaldTrump @FoxNews @CNN Yeah Donney would like a suit like this,0.7351,0.444,0.0,0.556,1590293304.0
316,DaleDiswaneck,@foxnews,RT @realDonaldTrump: .@FoxNews should fire their Fake Pollster. Never had a good Fox Poll! https://t.co/joHfkQwd9L,-0.8019,0.0,0.406,0.594,1590293304.0
317,Liberalsou,@foxnews,@realDonaldTrump @FoxNews @CNN Elections can be fixed.,0.0,0.0,0.0,1.0,1590293304.0
318,robert_bleil,@foxnews,@therosemom10 @krantz_corey @pantomath__ @realDonaldTrump @FoxNews You’re a racist that’s all there is too it you either are or aren’t and pretending to be outraged over racism is just compensating for you’re despicable views regarding race religion and sex,-0.9042,0.03,0.247,0.723,1590293303.0
319,SweetLordHalle1,@foxnews,@Anna63163557 @EricVonHaden1 @handel_l @ballweg_matt @YangGangAce @BrendaWinkowsk2 @realDonaldTrump @KayaJones0 @TomiLahren @JoeBiden @ShannonBream @JessicaTarlov @kayleighmcenany @ScottWalker @tammybaldwin @AnnaG3713 @benshapiro @HillaryClinton @ewjjr1 @garyhgoodridge @handelsblatt @BarackObama @jack @RealCandaceO @foxandfriends @SandraSmithFox @FLOTUS @NBCNews @LindseyGrahamSC @VP @senchuckschumer @SenSchumer @charliekirk11 @NRA @IvankaTrump @FoxNews @TuckerCarlson @MeghanMcCain @JoyVBehar @Ilhan @Paula_White @seanhannity @AlexaBliss_WWE @Pontifex @KayaJones @AOC @YaOnlyLivvOnce @bfsrocks @CNN @SashaBanksWWE Funny it be Tinkerbelle people think I am married lol to whom I want to meet this so called wife I don't have,0.7184,0.091,0.0,0.909,1590293303.0
320,DonaldMatulek,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293301.0
321,asmith6719,@foxnews,@6FtFromTheRona @FoxNews https://t.co/s6K6D31BZw,0.0,0.0,0.0,1.0,1590293301.0
322,USA_Bev,@foxnews,Neil Cavuto keeps regurgitating the same things the Dems are saying about Hydroxychloroquin that it’s dangerous @FoxNews should put someone else on Fox News in his time slot &amp; just let him spew this junk on his Fox Business show #WattersWorld,-0.4767,0.0,0.072,0.928,1590293301.0
323,GabrielPerez58,@foxnews,@realDonaldTrump @FoxNews @CNN Roger A was a prevert who took advantage of the individuals who helped him with his creation #shameful,-0.0258,0.162,0.126,0.711,1590293296.0
324,AlecfRusso,@foxnews,@BreitbartNews @FoxNews seems Fox News has t learned of the ballot box stuffing in PA?,0.0,0.0,0.0,1.0,1590293296.0
325,TheDieselTech,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293293.0
326,SamuelWang2018,@foxnews,RT @FoxNews: https://t.co/mm7Gicv67z,0.0,0.0,0.0,1.0,1590293288.0
327,ZosoTheRover,@foxnews,"@Doosekoop @JmkWalkow @RealOmarNavarro @realDonaldTrump @FoxNews But when he said it it wasn't true. That was the whole start of this conversation. It was a statement of fact that when he made it was not true. Trump lies. Everyone knows it. You apparently are okay with it. A lot of us aren't, so we will take him out in November. Bigly.",-0.165,0.079,0.089,0.832,1590293282.0
328,csherrit2,@foxnews,@LionelMedia @FoxNews Trying to block recall petitioners from collecting signatures due I believe by July 1st.,-0.4404,0.0,0.162,0.838,1590293281.0
329,RSakitis,@foxnews,RT @FoxNews: https://t.co/mm7Gicv67z,0.0,0.0,0.0,1.0,1590293279.0
330,csd,@foxnews,"@lesleyabravanel @FoxNews @GrecianFormula Wait, my favorite game is Kim Jong Un's favorite game? I'll bet he's a camping little bitch. #WOT #WOTConsole",0.3597,0.21,0.123,0.667,1590293277.0
331,6ftmommy,@foxnews,RT @FoxNews: https://t.co/mm7Gicv67z,0.0,0.0,0.0,1.0,1590293276.0
332,DGilles96024283,@foxnews,"RT @GeorgeASmirnoff: @ananavarro @GOP @FoxNews and #MAGA logic:

Businesses can:
1) decide to not bake your cake
2) decide to not pay for r…",0.0762,0.053,0.0,0.947,1590293270.0
333,KehiOmogiate,@foxnews,RT @FoxNews: https://t.co/mm7Gicv67z,0.0,0.0,0.0,1.0,1590293270.0
334,TinaGra35519458,@foxnews,"Y’all, I watch @FoxNews so much, I know who’s speaking on tv...from another room.  🤷🏼‍♀️",0.0,0.0,0.0,1.0,1590293267.0
335,rosychevalier,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293267.0
336,adcjj,@foxnews,@FoxNews 🇺🇸Thud🇺🇸,0.0,0.0,0.0,1.0,1590293265.0
337,Freedom77394374,@foxnews,"RT @WarRoomPandemic: TONIGHT: Steve Bannon joins @JesseBWatters live on @WattersWorld with an exclusive interview on reopening the economy,…",0.128,0.081,0.0,0.919,1590293263.0
338,ZappitelliLucia,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293263.0
339,duckster46,@foxnews,RT @realDonaldTrump: .@FoxNews should fire their Fake Pollster. Never had a good Fox Poll!,-0.8019,0.0,0.427,0.573,1590293262.0
340,MagaRosco,@foxnews,"@AubreyEl1 @cspanSnark @iunderstoodu @muddavugger1 @chartreuxcat @sandcrapper @ShawnGrams @Richard16211139 @EnragedApostate @JerseyGirl2inPA @fedmech @MarthaW19860146 @Write_call @10903 @Cigarvolante @dirkduck @ricklundl @RockDots @parkstorm @la_gata_negra17 @CPMF10 @mao2u2 @Kybelle195739 @evil_bastard @LuckyCharms1961 @Richardwaldo1 @CarterRussell @cspanwj @realDonaldTrump @JoeBiden @OANN @BreitbartNews @FoxNews @CNN @MSNBC @SenateGOP @LamarAlexander @AOC @GenFlynn @TheJusticeDept No, the case is not in the Court of Appeals.",0.0,0.0,0.0,1.0,1590293260.0
341,Just_Whitey,@foxnews,RT @realDonaldTrump: Why doesn’t @FoxNews put up the CNBC POLL or the (believe it or not!) @CNN Poll? Hope Roger A is looking down and watc…,-0.4015,0.0,0.097,0.903,1590293259.0
342,Lilhobo538,@foxnews,"@FoxNews Wasn't he thanking the President a while back and complimenting him on what a great job he was doing and thanking him for all of the PPE????🤔🤔🤔
Why would you blame someone that you have been thanking???",0.7882,0.162,0.046,0.792,1590293251.0
343,Scott59369735,@foxnews,"@JonahDispatch One thing for sure, no one gives a rats ass about Jonah the tool ...@FoxNews please let this goober go....he brings nothing to the table except a bad haircut and stale opinions...hire a liberal or hire a conservative or hire a scholar of no particular POV but fire Jonah",-0.7579,0.058,0.189,0.753,1590293248.0
344,MarvLBluechip,@foxnews,RT @FoxNews: https://t.co/NQQjOEYR1c,0.0,0.0,0.0,1.0,1590293244.0
345,ojewalz,@foxnews,"RT @GeorgeASmirnoff: @ananavarro @GOP @FoxNews and #MAGA logic:

Businesses can:
1) decide to not bake your cake
2) decide to not pay for r…",0.0762,0.053,0.0,0.947,1590293243.0
346,ATasteOfAfrica7,@foxnews,"RT @Victor35517418: Look at what the fulanis did to this man in his own farm land in Enugu state biafra land 

Support biafra referendum su…",0.4019,0.101,0.0,0.899,1590293242.0
347,HighlyOutspoken,@foxnews,"@FoxNews is biased but it’s disingenuous and idiotic to suggest that @CNN, @MSNBC, @ABC, and others aren’t equally or more biased in the opposite direction.",-0.8604,0.0,0.302,0.698,1590293241.0
348,de_mico,@foxnews,RT @FoxNews: https://t.co/NQQjOEYR1c,0.0,0.0,0.0,1.0,1590293237.0
349,USAPatriot1,@foxnews,RT @FoxNews: https://t.co/yXkmmxrt34,0.0,0.0,0.0,1.0,1590293236.0
350,Mpaou812,@foxnews,@FoxNews Never see a story like this on MSNBC or CNN,0.3612,0.2,0.0,0.8,1590293233.0
351,JayeshP20856132,@foxnews,@CNN @CNNPolitics @FoxNews @foxandfriends @washingtonpost @realDonaldTrump @SpeakerPelosi @ChrisCuomo the only people killing the Social security system is demoKkkrats.,-0.4588,0.105,0.193,0.702,1590293224.0
352,DonaldHolder19,@foxnews,@BridgetKF30 @FoxNews @OANN @POTUS Smart young lady!,0.4574,0.333,0.0,0.667,1590293224.0
353,LeslieLAllen2,@foxnews,"@ieatthefox @HandsomeSean1 @Do_Or_Do_Notty @GoJackFlynn @JosephJFlynn1 @flynn_neill @lofly727 @BarbaraRedgate @GenFlynn @SidneyPowell1 @FoxNews @FBI @CIA No. I actually read the docs. You could do the same &amp; make up your own mind, but you won't. I didn't vote for Trump in 2016. Since then, I got curious what the hubbub was about, so I LOOKED AT THE EVIDENCE. The actual docs. Trump's not perfect, but he didn't deserve #ObamaGate.",-0.261,0.041,0.056,0.903,1590293223.0
354,America_1st_NOW,@foxnews,RT @HerschelWalker: Wow. I just watched former Vice President @JoeBiden... Does he not understand that black and brown skinned people can t…,0.5859,0.153,0.0,0.847,1590293223.0
355,lisa_cable,@foxnews,RT @FoxNews: https://t.co/AOvlDFfb58,0.0,0.0,0.0,1.0,1590293218.0
356,mcg_III,@foxnews,"@BlueLiberal4U @DJTsavesAmerica @MAGAGIRL4LYF @FoxNews Your poll tanked and Biden is white and rich and Democrat. And being a Democrat,  he uses color as a means to win votes. And hes been Democrat for 40 years and i wd like to see a list of policies Biden has implemented that has helped Black Americans over 40 yrs.",0.9274,0.207,0.0,0.793,1590293218.0
357,BhairavShiva,@foxnews,"@CREWcrew @PNS_News @ZeldaOfficialJP @Disney @SquareEnix @Marvel @MarvelUK @MarvelStudios @DCComics @Steam @FoxNews @CNNPolitics @Pontifex @CatholicNewsSvc @CatholicUniv @Ch_JesusChrist @ComeUntoChrist @BookofMormon 

Boing-oing! The time is now 8:08 https://t.co/lGgmAJu6pp",0.4753,0.114,0.0,0.886,1590293213.0
358,beth_mulvihill,@foxnews,RT @FoxNews: https://t.co/NQQjOEYR1c,0.0,0.0,0.0,1.0,1590293211.0
359,rafaelgil251051,@foxnews,RT @FoxNews: https://t.co/NQQjOEYR1c,0.0,0.0,0.0,1.0,1590293208.0
360,StrongSanford,@foxnews,"@DistractedCook @debrakj @FoxNews @CNN @MSNBC I apologize, I just saw this!

I think they're pretty well fed right now! I'll update you tomorrow if you'd like!

Thank you!!",0.8972,0.359,0.0,0.641,1590293204.0
